Case,Type,PredecessorStatus,SuccessorStatus,RequestedMode,ResolvedMode,LagHours,Classification,Reason,AllowanceStatus,CalculationBasis,Hours,Days,ExportedFreeFloat,PredecessorField,PredecessorEndpoint,SuccessorField,SuccessorEndpoint,PredecessorType,SuccessorType,PredecessorActualStart,SuccessorActualStart,PredecessorRemainingHours,SuccessorRemainingHours,DataDate,PredecessorSuspendDate,PredecessorResumeDate,ExpectedReason,Message
"PR_FS/TK_NotStart/TK_NotStart/MissingOptions/lag=-8","PR_FS","TK_NOTSTART","TK_NOTSTART","MissingOptions","Unresolved","-8","MissingData","UnresolvedLagCalendarSetting","MissingData","None","","","","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedLagCalendarSetting","Nonzero lag requires a recognised unambiguous lag-calendar setting; missing is not an explicit blank default."
"PR_FS/TK_NotStart/TK_NotStart/MissingOptions/lag=0","PR_FS","TK_NOTSTART","TK_NOTSTART","MissingOptions","Unresolved","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_NotStart/TK_NotStart/MissingOptions/lag=8","PR_FS","TK_NOTSTART","TK_NOTSTART","MissingOptions","Unresolved","8","MissingData","UnresolvedLagCalendarSetting","MissingData","None","","","","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedLagCalendarSetting","Nonzero lag requires a recognised unambiguous lag-calendar setting; missing is not an explicit blank default."
"PR_FS/TK_NotStart/TK_Active/RetainedLogic/lag=-8","PR_FS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","-8","Calculated","CalculatedRetainedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","CalculatedRetainedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_NotStart/TK_Active/RetainedLogic/lag=0","PR_FS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRetainedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","CalculatedRetainedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_NotStart/TK_Active/RetainedLogic/lag=8","PR_FS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","8","Calculated","CalculatedRetainedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","-8","-1","-1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","CalculatedRetainedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_NotStart/TK_Active/ProgressOverride/lag=-8","PR_FS","TK_NOTSTART","TK_ACTIVE","ProgressOverride","ProgressOverride","-8","Unsupported","UnsupportedProgressOverrideCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedProgressOverrideCase","This progressed relationship is not the verified zero-lag FS override case; it is not assumed to be ignored."
"PR_FS/TK_NotStart/TK_Active/ProgressOverride/lag=0","PR_FS","TK_NOTSTART","TK_ACTIVE","ProgressOverride","ProgressOverride","0","Ignored","IgnoredUnderExportedProgressOverride","NoFiniteBound","IgnoredRelationship","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","IgnoredUnderExportedProgressOverride","Zero-lag FS has an unfinished predecessor and a successor started by the Data Date; ignored under the exported Progress Override setting."
"PR_FS/TK_NotStart/TK_Active/ProgressOverride/lag=8","PR_FS","TK_NOTSTART","TK_ACTIVE","ProgressOverride","ProgressOverride","8","Unsupported","UnsupportedProgressOverrideCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedProgressOverrideCase","This progressed relationship is not the verified zero-lag FS override case; it is not assumed to be ignored."
"PR_FS/TK_NotStart/TK_Active/ActualDates/lag=-8","PR_FS","TK_NOTSTART","TK_ACTIVE","ActualDates","ActualDates","-8","Unsupported","UnsupportedActualDatesProgressCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedActualDatesProgressCase","This progressed Actual Dates case is not verified; actual events are never moved or replaced by invented remaining events."
"PR_FS/TK_NotStart/TK_Active/ActualDates/lag=0","PR_FS","TK_NOTSTART","TK_ACTIVE","ActualDates","ActualDates","0","Unsupported","UnsupportedActualDatesProgressCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedActualDatesProgressCase","This progressed Actual Dates case is not verified; actual events are never moved or replaced by invented remaining events."
"PR_FS/TK_NotStart/TK_Active/ActualDates/lag=8","PR_FS","TK_NOTSTART","TK_ACTIVE","ActualDates","ActualDates","8","Unsupported","UnsupportedActualDatesProgressCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedActualDatesProgressCase","This progressed Actual Dates case is not verified; actual events are never moved or replaced by invented remaining events."
"PR_FS/TK_NotStart/TK_Active/ConflictingFlags/lag=-8","PR_FS","TK_NOTSTART","TK_ACTIVE","ConflictingFlags","Unresolved","-8","InvalidData","UnresolvedProgressMode","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnresolvedProgressMode","Progress-sensitive evaluation requires explicit unambiguous Retained Logic/Progress Override flags; absent flags do not imply Actual Dates."
"PR_FS/TK_NotStart/TK_Active/ConflictingFlags/lag=0","PR_FS","TK_NOTSTART","TK_ACTIVE","ConflictingFlags","Unresolved","0","InvalidData","UnresolvedProgressMode","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnresolvedProgressMode","Progress-sensitive evaluation requires explicit unambiguous Retained Logic/Progress Override flags; absent flags do not imply Actual Dates."
"PR_FS/TK_NotStart/TK_Active/ConflictingFlags/lag=8","PR_FS","TK_NOTSTART","TK_ACTIVE","ConflictingFlags","Unresolved","8","InvalidData","UnresolvedProgressMode","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnresolvedProgressMode","Progress-sensitive evaluation requires explicit unambiguous Retained Logic/Progress Override flags; absent flags do not imply Actual Dates."
"PR_FS/TK_NotStart/TK_Active/MissingOptions/lag=-8","PR_FS","TK_NOTSTART","TK_ACTIVE","MissingOptions","Unresolved","-8","MissingData","UnresolvedProgressMode","MissingData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnresolvedProgressMode","Progress-sensitive evaluation requires explicit unambiguous Retained Logic/Progress Override flags; absent flags do not imply Actual Dates."
"PR_FS/TK_NotStart/TK_Active/MissingOptions/lag=0","PR_FS","TK_NOTSTART","TK_ACTIVE","MissingOptions","Unresolved","0","MissingData","UnresolvedProgressMode","MissingData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnresolvedProgressMode","Progress-sensitive evaluation requires explicit unambiguous Retained Logic/Progress Override flags; absent flags do not imply Actual Dates."
"PR_FS/TK_NotStart/TK_Active/MissingOptions/lag=8","PR_FS","TK_NOTSTART","TK_ACTIVE","MissingOptions","Unresolved","8","MissingData","UnresolvedProgressMode","MissingData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnresolvedProgressMode","Progress-sensitive evaluation requires explicit unambiguous Retained Logic/Progress Override flags; absent flags do not imply Actual Dates."
"PR_FS/TK_NotStart/TK_Complete/RetainedLogic/lag=-8","PR_FS","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/RetainedLogic/lag=0","PR_FS","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/RetainedLogic/lag=8","PR_FS","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ProgressOverride/lag=-8","PR_FS","TK_NOTSTART","TK_COMPLETE","ProgressOverride","ProgressOverride","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ProgressOverride/lag=0","PR_FS","TK_NOTSTART","TK_COMPLETE","ProgressOverride","ProgressOverride","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ProgressOverride/lag=8","PR_FS","TK_NOTSTART","TK_COMPLETE","ProgressOverride","ProgressOverride","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ActualDates/lag=-8","PR_FS","TK_NOTSTART","TK_COMPLETE","ActualDates","ActualDates","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ActualDates/lag=0","PR_FS","TK_NOTSTART","TK_COMPLETE","ActualDates","ActualDates","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ActualDates/lag=8","PR_FS","TK_NOTSTART","TK_COMPLETE","ActualDates","ActualDates","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ConflictingFlags/lag=-8","PR_FS","TK_NOTSTART","TK_COMPLETE","ConflictingFlags","Unresolved","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ConflictingFlags/lag=0","PR_FS","TK_NOTSTART","TK_COMPLETE","ConflictingFlags","Unresolved","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/ConflictingFlags/lag=8","PR_FS","TK_NOTSTART","TK_COMPLETE","ConflictingFlags","Unresolved","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/MissingOptions/lag=-8","PR_FS","TK_NOTSTART","TK_COMPLETE","MissingOptions","Unresolved","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/MissingOptions/lag=0","PR_FS","TK_NOTSTART","TK_COMPLETE","MissingOptions","Unresolved","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_NotStart/TK_Complete/MissingOptions/lag=8","PR_FS","TK_NOTSTART","TK_COMPLETE","MissingOptions","Unresolved","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Active/TK_NotStart/RetainedLogic/lag=-8","PR_FS","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/RetainedLogic/lag=0","PR_FS","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/RetainedLogic/lag=8","PR_FS","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","-8","-1","-1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ProgressOverride/lag=-8","PR_FS","TK_ACTIVE","TK_NOTSTART","ProgressOverride","ProgressOverride","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ProgressOverride/lag=0","PR_FS","TK_ACTIVE","TK_NOTSTART","ProgressOverride","ProgressOverride","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ProgressOverride/lag=8","PR_FS","TK_ACTIVE","TK_NOTSTART","ProgressOverride","ProgressOverride","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","-8","-1","-1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ActualDates/lag=-8","PR_FS","TK_ACTIVE","TK_NOTSTART","ActualDates","ActualDates","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ActualDates/lag=0","PR_FS","TK_ACTIVE","TK_NOTSTART","ActualDates","ActualDates","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ActualDates/lag=8","PR_FS","TK_ACTIVE","TK_NOTSTART","ActualDates","ActualDates","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","-8","-1","-1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ConflictingFlags/lag=-8","PR_FS","TK_ACTIVE","TK_NOTSTART","ConflictingFlags","Unresolved","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ConflictingFlags/lag=0","PR_FS","TK_ACTIVE","TK_NOTSTART","ConflictingFlags","Unresolved","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FS/TK_Active/TK_NotStart/ConflictingFlags/lag=8","PR_FS","TK_ACTIVE","TK_NOTSTART","ConflictingFlags","Unresolved","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","-8","-1","-1","reend_date","2026-01-05T17:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
